0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,2,2,2,2,2,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,11,2,3,2,18,2,2,2,2,2,11
1,0,1,12,1,1,9,3,1,1,1,9,7,1,10,15,1,1,7,1,1,0,1,12,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,1,7,1,1
3,3,0,3,3,5,3,3,6,8,3,4,3,3,3,3,3,8,3,7,3,0,5,3,3,3,3,3,3,3,7,3,3,7,7,6,3,3,3,3,7,3,3,3,3,3,5,3,3,3,3,3,3,5,3
0,10,0,0,0,0,14,5,0,0,0,12,7,0,7,17,0,0,6,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,4,0,0
1,1,1,1,0,1,1,1,1,1,14,1,1,17,1,1,1,1,1,1,1,0,3,3,1,1,1,1,1,1,1,1,1,1,3,1,14,1,1,1,1,14,1,1,1,14,14,1,1,1,3,1,1,1,1
2,2,5,2,2,0,2,2,6,5,2,2,2,2,2,2,2,10,2,8,2,0,7,2,2,2,2,2,2,2,5,2,2,8,12,6,2,2,2,2,5,2,2,5,2,2,2,2,2,2,2,4,2,9,2
1,8,1,14,1,1,0,3,1,1,1,8,11,1,10,6,1,4,9,1,4,0,1,12,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,7,1,1
0,26,0,26,0,0,26,0,0,0,0,25,26,0,26,26,0,0,27,0,0,0,0,27,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,25,0,0
0,0,2,0,0,3,0,0,0,4,0,0,0,0,0,0,0,5,0,2,0,0,3,0,0,0,0,0,0,3,3,0,0,3,5,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,10,0,0,8,0,0,7,0,0,0,0,0,0,0,0,7,0,6,0,0,5,0,0,0,0,0,0,0,9,0,0,9,9,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,19,0,0,0,0,0,0,0,0,19,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,19,19,0,0,0,0,0,3,0,0
0,8,0,10,0,0,4,5,0,0,0,0,8,0,5,7,0,0,2,0,0,0,0,9,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0
1,11,1,13,1,1,8,4,1,1,1,12,0,1,6,10,1,1,7,1,1,0,1,11,1,1,1,1,14,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,9,1,8,1,1
1,1,1,1,24,1,1,1,1,1,21,1,1,0,1,1,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,1,1,1,1,1,21,1,1,1,1,21,1,1,1,21,21,1,1,1,1,1,1,1,1
1,9,1,6,1,1,7,3,1,1,1,5,8,1,0,7,1,1,8,1,2,0,1,7,1,3,1,1,6,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,6,1,6,1,1
1,15,1,17,1,1,8,3,1,1,1,12,12,1,9,0,1,1,11,1,1,0,1,10,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,7,1,1
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,5,2,2,6,0,2,3,7,5,5,2,2,2,2,5,5,2,2,2,2,2,5,2,2,2,6,2,2,2,2,3,2,2,2,4,2,2,2
2,2,11,2,2,11,4,2,8,12,2,2,2,2,2,2,4,0,2,8,2,0,11,2,2,2,2,2,2,2,7,2,2,12,12,10,2,2,2,2,12,2,2,2,2,2,2,2,2,2,2,2,2,9,2
1,7,1,5,1,1,4,2,1,1,1,3,7,1,4,5,1,1,0,1,1,0,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,6,1,5,1,1
0,0,7,0,0,5,0,0,6,7,2,0,0,0,0,0,0,4,0,0,0,0,3,0,1,0,0,0,0,0,6,0,0,6,7,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,4,0
4,2,2,2,2,2,4,2,2,2,2,2,2,2,4,2,5,2,2,2,0,0,2,2,5,4,4,2,2,2,2,3,4,2,2,2,2,2,4,2,2,2,4,2,2,2,2,4,2,2,2,4,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,2,8,1,1,4,5,1,1,1,1,1,1,1,9,1,4,1,0,0,1,1,1,1,1,1,1,6,1,1,5,10,7,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,5,1
0,19,0,20,2,0,23,5,0,0,0,16,16,0,14,18,1,0,14,0,0,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,0,11,0,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,6,0,3,3,0,6,6,3,3,3,3,9,6,3,3,3,3,3,7,3,3,3,7,3,3,5,5,6,3,3,3,5,3,3,3
1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,3,1,1,1,2,0,1,1,4,0,4,1,1,1,2,5,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,1,1,1,4,1,1,1
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,0,2,5,8,3,0,2,2,2,2,7,4,2,2,2,2,2,8,2,2,2,11,2,2,2,4,3,2,2,2,4,2,2,4
19,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,0,5,5,5,5,5,7,5,5,5,5,7,5,5,5,5,5,11,5,5,5,11,5,5,5,5,5,8
1,9,1,8,1,1,6,4,1,1,1,10,10,1,7,9,1,1,5,1,1,0,1,6,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,5,1,1
2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,33,2,2,2,26,2,2,2,2,2,33,2,2,2,2,2
2,2,4,2,2,11,2,2,7,9,2,2,2,2,2,2,2,9,2,7,2,0,6,2,2,3,2,2,2,2,0,2,2,12,8,6,2,2,2,2,10,2,2,2,2,2,2,2,2,2,2,2,2,7,2
0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,4,4,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,9,0,2,0,0,0,3,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,0,1,1,8,3,7,1,2,1,1,3,0,1,1,1,1,1,4,1,1,1,6,4,1,1,1,3,1,1,1,5,1,1,1
0,0,7,0,0,5,1,0,2,10,0,0,0,0,0,0,0,7,0,4,0,0,3,0,0,0,1,1,0,0,7,0,0,0,3,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2,2,10,2,4,14,2,2,7,9,2,2,2,2,2,2,2,9,2,7,2,0,3,2,2,2,2,2,2,2,6,2,2,7,0,12,2,2,2,2,7,2,2,2,2,2,2,2,2,2,2,2,2,8,2
0,0,7,0,0,8,0,0,5,7,0,0,0,0,0,0,0,5,0,6,0,0,4,0,0,0,0,0,0,0,5,0,0,10,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,18,0,0,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,18,0,0,0,0,0,0,1,0
2,2,2,2,2,3,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,0,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,0,3,3,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,0,1,1,6,3,5,4,1,1,1,5,3,1,1,1,1,1,0,1,1,1,5,1,1,1,2,3,1,1,1,4,1,1,1
2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,2,2,0,2,2,2,2,2,2,2,42,2,2,2,2,2,2,2,3,2,0,2,2,2,24,2,2,2,2,2,32,2,2,2,2,2
1,1,4,1,1,3,1,1,3,4,1,1,1,1,1,1,1,3,3,4,1,0,4,1,1,1,1,1,1,1,3,1,1,4,3,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,6,1
20,20,20,20,38,20,20,20,20,20,38,20,20,38,21,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,38,20,20,20,20,0,20,20,20,38,38,20,20,20,20,20,23,20,20
1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,5,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,0,3,1,1,2,1,1,1,1,1,1,4,1
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,2,0,0,0,0,0,0,31,0,0,2,0,0,0,0,0,0,31,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,11
0,0,0,1,14,0,0,0,0,0,14,0,1,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0
11,10,12,10,24,10,10,10,10,10,24,10,10,24,10,10,10,10,10,10,10,0,10,10,12,10,12,10,10,10,10,12,10,10,10,10,24,10,12,10,10,24,12,10,10,24,0,10,10,10,10,10,10,10,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,9,7,4,0,0,0,0,5,6,0,0,0,0,0,6,0,0,0,6,0,1,0,0,0,0,0,0,5,0,2,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,21,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
0,3,0,4,1,0,3,0,0,0,0,2,7,0,5,5,0,0,3,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,6,7,5,0,0,0,0,5,6,0,0,0,0,0,6,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0
1,5,1,8,1,1,6,2,1,1,3,6,7,1,6,4,1,1,3,1,1,0,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,6,1,0,1,1
0,0,3,0,0,10,0,0,2,5,0,0,0,0,0,0,0,7,0,4,0,0,4,0,0,0,0,0,0,0,4,0,0,5,4,4,1,0,0,0,7,0,3,0,0,0,0,2,0,0,0,0,0,0,0
12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,10,1,1,2,1,1,0
